ambient_beltotmedium_ext,,ambient/amb_france03m_ext.mp3,0.7,,ambience,,,,,local,streamed,,looping,,beltot,,,,,,ambience
ambient_beltotlight_ext,,ambient/amb_france03_ext.mp3,0.65,,ambience,,,,,local,streamed,,looping,,beltot,,,,,,ambience
ambient_crossroads_ext,,ambient/amb_newvillers_rainhvy.mp3,0.45,,ambience,,,,,local,streamed,,looping,,crossroads,,,,,,ambience
ambient_crossroads_int,,ambient/amb_newvillers_rainhvy_int.mp3,0.9,,ambience,,,,,local,streamed,,looping,,crossroads,,,,,,ambience
ambient_crossroadsnorain_ext,,ambient/amb_newvillers_norain.mp3,0.85,,ambience,,,,,local,streamed,,looping,,crossroads,,,,,,ambience
ambient_crossroadsnorain_int,,ambient/amb_france03_int.mp3,0.8,,ambience,,,,,local,streamed,,looping,,crossroads,,,,,,ambience
ambient_eldaba,,ambient/amb_africa04_ext.mp3,0.7,,ambience,,,,,local,streamed,,looping,,eldaba,,,,,35000,ambience
ambient_tankhunt,,ambient/amb_russia05_ext.mp3,0.48,,ambience,,,,,local,streamed,,looping,,tankhunt downtown_sniper,,,,,,ambience
ambient_tankhunt_int,,ambient/amb_russia05_ext.mp3,0.3,,ambience,,,,,local,streamed,,looping,,tankhunt downtown_sniper,,,,,,ambience
ambient_demolition_ext,,ambient/amb_russia05_ext.mp3,0.8,,ambience,,,,,local,streamed,,looping,,demolition,,,,,,ambience
ambient_demolition_int,,ambient/amb_russia04_int.mp3,0.7,,ambience,,,,,local,streamed,,looping,,demolition,,,,,,ambience
ambient_redsquare_charge,,ambient/amb_stalingrad_sniper.mp3,0.55,,ambience,,,,,local,streamed,,looping,,gully_assault,,,,,,ambience
ambient_trainyard_int,,ambient/amb_russia04_int.mp3,0.7,,ambience,,,,,local,streamed,,looping,,trainyard,,,,,,ambience
ambient_redsquare_int,,ambient/amb_russia04_int.mp3,0.3,,ambience,,,,,local,streamed,,looping,,gully_assault,,,,,,ambience
ambient_trainyard_ext,,ambient/amb_russia04_ext.mp3,0.87,,ambience,,,,,local,streamed,,looping,,trainyard,,,,,,ambience
ambient_redsquare_ext,,ambient/amb_russia04_ext.mp3,0.35,,ambience,,,,,local,streamed,,looping,,gully_assault,,,,,,ambience
ambient_trainyardpipe,,ambient/amb_russia03_pipe.mp3,0.58,,ambience,,,,,local,streamed,,looping,,trainyard,,,,,,ambience
ambient_duhocboat,,ambient/amb_duhocboat_4d.mp3,0.85,,ambience,,,,,local,streamed,,,0.85,duhoc_assault duhoc_town,,,,,,ambience
ambient_duhoc,,ambient/amb_duhoccliffs_2.mp3,0.8,,ambience,,,,,local,streamed,,looping,0.85,duhoc_assault duhoc_town,,,,,32000,ambience
ambient_duhocbunker,,ambient/amb_duhocbattle_bunker_1.mp3,0.8,,ambience,,,,,local,streamed,,looping,0.85,duhoc_assault duhoc_town,,,,,,ambience
ambient_duhoctown,,ambient/amb_france03_ext.mp3,0.9,,ambience,,,,,local,streamed,,looping,0.85,duhoc_assault duhoc_town,,,,,,ambience
ambient_duhocdefend_ext,,ambient/amb_newvillers_rainlite.mp3,0.5,,ambience,,,,,local,streamed,,looping,,duhoc_defend,,,,,,ambience
ambient_duhocdefend_int,,ambient/amb_newvillers_rainhvy_int.mp3,0.8,,ambience,,,,,local,streamed,,looping,,duhoc_defend,,,,,,ambience
ambient_duhocdefendlight_ext,,ambient/amb_newvillers_rainlite.mp3,0.5,,ambience,,,,,local,streamed,,looping,,duhoc_defend,,,,,,ambience
ambient_duhocdefendlight_int,,ambient/amb_newvillers_rainhvy_int.mp3,0.8,,ambience,,,,,local,streamed,,looping,,duhoc_defend,,,,,,ambience
ambient_duhocdefendnorain_ext,,ambient/amb_newvillers_norain2.mp3,0.7,,ambience,,,,,local,streamed,,looping,,duhoc_defend,,,,,,ambience
ambient_duhocdefendnorain_int,,ambient/amb_france03_int.mp3,0.8,,ambience,,,,,local,streamed,,looping,,duhoc_defend,,,,,,ambience
ambient_moscow_ext,,ambient/amb_russia02_ext.mp3,0.8,,ambience,,,,,local,streamed,,looping,,moscow,,,,,,ambience
ambient_moscow_int,,ambient/amb_russia02_ext.mp3,0.7,,ambience,,,,,local,streamed,,looping,,moscow,,,,,,ambience
ambient_moscowbattle_ext,,ambient/amb_russia04_ext.mp3,0.8,,ambience,,,,,local,streamed,,looping,,moscow,,,,,,ambience
ambient_moscowbattle_int,,ambient/amb_russia04_int.mp3,0.7,,ambience,,,,,local,streamed,,looping,,moscow,,,,,,ambience
ambient_decoytrenches_ext,,ambient/amb_africa03b2_ext.mp3,0.65,,ambience,,,,,local,streamed,,looping,,decoytrenches,,,,,,ambience
ambient_decoytown_ext,,ambient/amb_africa04_ext.mp3,0.8,,ambience,,,,,local,streamed,,looping,,decoytown,,,,,,ambience
ambient_downtownassault_ext,,ambient/amb_russia03_ext.mp3,0.7,,ambience,,,,,local,streamed,,looping,,downtown_assault,,,,,,ambience
ambient_cityhall_ext,,ambient/amb_russia03_ext.mp3,0.7,,ambience,,,,,local,streamed,,looping,,cityhall,,,,,,ambience
ambient_carchase_ext,,ambient/amb_russia03_ext.mp3,0.7,,ambience,,,,,local,streamed,,looping,,carchase,,,,,,ambience
ambient_toujaneride_ext,,ambient/amb_africa04_ext.mp3,0.9,,ambience,,,,,local,streamed,,looping,,toujane_ride,,,,,,ambience
ambient_rhine_ext,,ambient/amb_france03_ext.mp3,0.7,,ambience,,,,,local,streamed,,looping,,rhine,,,,,,ambience
ambient_rhine_int,,ambient/amb_france03_int.mp3,0.65,,ambience,,,,,local,streamed,,looping,,rhine,,,,,,ambience
ambient_breakout_int,,ambient/amb_france03_int.mp3,0.6,,ambience,,,,,local,streamed,,looping,,breakout,,,,,,ambience
ambient_breakout2_ext,,ambient/amb_france03_ext.mp3,0.6,,ambience,,,,,local,streamed,,looping,,breakout,,,,,,ambience
ambient_breakout3_ext,,ambient/amb_france03_ext.mp3,0.7,,ambience,,,,,local,streamed,,looping,,breakout,,,,,,ambience
ambient_breakout4_ext,,ambient/amb_france04_ext.mp3,0.7,,ambience,,,,,local,streamed,,looping,,breakout,,,,,,ambience
ambient_breakout5_ext,,ambient/amb_france04_ext.mp3,0.8,,ambience,,,,,local,streamed,,looping,,breakout,,,,,,ambience
ambient_hill400defend,,ambient/amb_hill400_infnaslt.mp3,0.75,,ambience,,,,,local,streamed,,looping,,hill400_defend,,,,,,ambience
ambient_hill400defend_combatinfantry,,ambient/amb_hill400_infnaslt.mp3,0.75,,ambience,,,,,local,streamed,,looping,,hill400_defend,,,,,,ambience
ambient_hill400defend_barrage,,ambient/amb_hill400_charge.mp3,0.75,,ambience,,,,,local,streamed,,looping,,hill400_defend,,,,,,ambience
ambient_hill400defend_combatarmored,,ambient/amb_hill400_armored.mp3,0.75,,ambience,,,,,local,streamed,,looping,,hill400_defend,,,,,,ambience

#Ambient Tracks,,,,,,,,,,,,,,,,,,,,,
ambient_mp_carentan_int,,ambient/amb_france02_int.mp3,0.7,,ambience,,,,,local,streamed,,looping,,mp_carentan,,,,,,ambience
ambient_mp_carentan_ext,,ambient/amb_france03_ext.mp3,0.7,,ambience,,,,,local,streamed,,looping,,mp_carentan,,,,,,ambience

#Ambient Elements,,,,,,,,,,,,,,,,,,,,,
elm_windgust1,,amb_elements/elm_windgust10.wav,0.17,0.27,element,0.9,0.9,100000,,auto,streamed,,,,toujane toujane_ride eldaba tunisia elalamein decoy matmata libyatown libya,,,,,,
elm_windgust2,,amb_elements/elm_windgust10.wav,0.17,0.27,element,0.9,0.9,100000,,auto,streamed,,,,toujane toujane_ride eldaba tunisia elalamein decoy matmata libyatown libya,,,,,,
elm_windgust3,,amb_elements/elm_windgust10.wav,0.17,0.27,element,0.9,0.9,100000,,auto,streamed,,,,toujane toujane_ride eldaba tunisia elalamein decoy matmata libyatown libya,,,,,,
elm_windgust1,,amb_elements/elm_windgust1mono.wav,0.27,0.43,element,0.9,0.9,100000,,auto,streamed,,,,!toujane toujane_ride eldaba tunisia elalamein decoy matmata libyatown libya !trainyard,,,,,,
elm_windgust2,,amb_elements/elm_windgust2mono.wav,0.27,0.43,element,0.9,0.9,100000,,auto,streamed,,,,!toujane toujane_ride eldaba tunisia elalamein decoy matmata libyatown libya !trainyard,,,,,,
elm_windgust3,,amb_elements/elm_windgust3mono.wav,0.27,0.43,element,0.9,0.9,100000,,auto,streamed,,,,!toujane toujane_ride eldaba tunisia elalamein decoy matmata libyatown libya !trainyard,,,,,,
elm_windgust1,,amb_elements/elm_windgust1mono.wav,0.7,0.85,element,0.8,1.2,100000,,auto,streamed,,,,trainyard
elm_windgust2,,amb_elements/elm_windgust2mono.wav,0.7,0.85,element,0.8,1.2,100000,,auto,streamed,,,,trainyard
elm_windgust3,,amb_elements/elm_windgust3mono.wav,0.7,0.85,element,0.8,1.2,100000,,auto,streamed,,,,trainyard
elm_dog1,,amb_elements/elm_dog10.wav,0.2,0.4,element,0.9,0.9,100000,,auto,streamed,,,,toujane toujane_ride matmata libyatown eldaba
elm_dog2,,amb_elements/elm_dog11.wav,0.2,0.4,element,0.9,0.9,100000,,auto,streamed,,,,toujane toujane_ride matmata libyatown eldaba
elm_dog3,,amb_elements/elm_dog12.wav,0.2,0.4,element,0.9,0.9,100000,,auto,streamed,,,,toujane toujane_ride matmata libyatown eldaba
elm_donkey1,,amb_elements/elm_camel10.wav,0.12,0.24,element,0.9,0.9,100000,,auto,streamed,,,,toujane toujane_ride matmata libyatown eldaba
elm_horse1,,amb_elements/elm_horse10.wav,0.12,0.24,element,0.9,0.9,100000,,auto,streamed,,,,toujane toujane_ride matmata libyatown eldaba
elm_seagull1,,amb_elements/elm_seagull1.wav,0.15,0.3,element,0.9,0.9,100000,,auto,streamed,,,,toujane toujane_ride matmata libyatown eldaba duhoc_assault duhoc_town
elm_seagull2,,amb_elements/elm_seagull2.wav,0.15,0.3,element,0.9,0.9,100000,,auto,streamed,,,,toujane toujane_ride matmata libyatown eldaba duhoc_assault duhoc_town
elm_seagull3,,amb_elements/elm_seagull3.wav,0.15,0.3,element,0.9,0.9,100000,,auto,streamed,,,,toujane toujane_ride matmata libyatown eldaba duhoc_assault duhoc_town
elm_ge_idlechatter1,,amb_elements/elm_ge_idlechatter1.wav,0.2,0.3,element,,,15,5000,voice,streamed,,,,toujane toujane_ride matmata libyatown eldaba
elm_ge_idlechatter2,,amb_elements/elm_ge_idlechatter2.wav,0.2,0.3,element,,,15,5000,voice,streamed,,,,toujane toujane_ride matmata libyatown eldaba
elm_ge_idlechatter3,,amb_elements/elm_ge_idlechatter3.wav,0.2,0.3,element,,,15,5000,voice,streamed,,,,toujane toujane_ride matmata libyatown eldaba
elm_ge_idlechatter4,,amb_elements/elm_ge_idlechatter4.wav,0.2,0.3,element,,,15,5000,voice,streamed,,,,toujane toujane_ride matmata libyatown eldaba
elm_ge_idlechatter5,,amb_elements/elm_ge_idlechatter5.wav,0.2,0.3,element,,,15,5000,voice,streamed,,,,toujane toujane_ride matmata libyatown eldaba
elm_ge_idlechatter6,,amb_elements/elm_ge_idlechatter6.wav,0.2,0.3,element,,,15,5000,voice,streamed,,,,toujane toujane_ride matmata libyatown eldaba,,,,,,,,
elm_ge_idlechatter7,,amb_elements/elm_ge_idlechatter7.wav,0.2,0.3,element,,,15,5000,voice,streamed,,,,toujane toujane_ride matmata libyatown eldaba,,,,,,,,
elm_ge_idlechatter8,,amb_elements/elm_ge_idlechatter8.wav,0.2,0.3,element,,,15,5000,voice,streamed,,,,toujane toujane_ride matmata libyatown eldaba,,,,,,,,
elm_ge_idlechatter9,,amb_elements/elm_ge_idlechatter9.wav,0.2,0.3,element,,,15,5000,voice,streamed,,,,toujane toujane_ride matmata libyatown eldaba,,,,,,,,
elm_ge_idlechatter10,,amb_elements/elm_ge_idlechatter10.wav,0.2,0.3,element,,,15,5000,voice,streamed,,,,toujane toujane_ride matmata libyatown eldaba,,,,,,,,
elm_ge_idlechatter11,,amb_elements/elm_ge_idlechatter11.wav,0.2,0.3,element,,,15,5000,voice,streamed,,,,toujane toujane_ride matmata libyatown eldaba,,,,,,,,
elm_spitfly1,,amb_elements/elm_spitfly1.wav,0.6,0.65,element,,,15,50000,auto,streamed,,,,eldaba duhoc_assault duhoc_town matmata,,,,,,,,0.2
elm_spitfly2,,amb_elements/elm_spitfly2.wav,0.6,0.65,element,,,15,50000,auto,streamed,,,,eldaba duhoc_assault duhoc_town matmata,,,,,,,,0.2
elm_spitfly3,,amb_elements/elm_spitfly3.wav,0.6,0.65,element,,,15,50000,auto,streamed,,,,eldaba duhoc_assault duhoc_town matmata,,,,,,,,0.2
elm_stukafly2,,amb_elements/elm_stukafly2.wav,0.55,0.6,element,,,15,50000,auto,streamed,,,,eldaba duhoc_assault duhoc_town matmata,,,,,,,,0.2
elm_stukafly3,,amb_elements/elm_stukafly3.wav,0.55,0.6,element,,,15,50000,auto,streamed,,,,eldaba duhoc_assault duhoc_town matmata,,,,,,,,0.2
elm_stukafly4,,amb_elements/elm_stukafly4.wav,0.55,0.6,element,,,15,50000,auto,streamed,,,,eldaba duhoc_assault duhoc_town matmata,,,,,,,,0.2
elm_thunder1,,amb_elements/elm_thunder_y01.wav,0.85,0.99,,0.8,1.1,100000,,local,streamed,,,,rainvillers rainbocage newvillers bergstein duhoc_defend crossroads,,,,,,,,0.2
elm_thunder2,,amb_elements/elm_thunder_y02.wav,0.85,0.99,,0.8,1.1,100000,,local,streamed,,,,rainvillers rainbocage newvillers bergstein duhoc_defend crossroads,,,,,,,,0.2
elm_thunder3,,amb_elements/elm_thunder_y03.wav,0.85,0.99,,0.8,1.1,100000,,local,streamed,,,,rainvillers rainbocage newvillers bergstein duhoc_defend crossroads,,,,,,,,0.2
elm_thunder4,,amb_elements/elm_thunder_y04.wav,0.85,0.99,,0.8,1.1,100000,,local,streamed,,,,rainvillers rainbocage newvillers bergstein duhoc_defend crossroads,,,,,,,,0.2
elm_thunder,1,amb_elements/elm_thunder1b.wav,0.8,1,element,0.8,1,100000,,auto,streamed,,,,rainvillers rainbocage newvillers bergstein duhoc_defend crossroads,,,,,,,,
elm_thunder,2,amb_elements/elm_thunder2b.wav,0.8,1,element,0.8,1,100000,,auto,streamed,,,,rainvillers rainbocage newvillers bergstein duhoc_defend crossroads,,,,,,,,
elm_thunder,3,amb_elements/elm_thunder5.wav,0.8,1,element,0.8,1,100000,,auto,streamed,,,,rainvillers rainbocage newvillers bergstein duhoc_defend crossroads,,,,,,,,
elm_thunder,4,amb_elements/elm_thunder7.wav,0.8,1,element,0.8,1,100000,,auto,streamed,,,,rainvillers rainbocage newvillers bergstein duhoc_defend crossroads,,,,,,,,
elm_distant_explod1,,explosions/explo_distant01.wav,0.4,0.57,element,0.9,0.9,100000,,auto,streamed,,,,,,,,,,,,0.1
elm_distant_explod2,,explosions/explo_distant02.wav,0.4,0.57,element,0.9,0.9,100000,,auto,streamed,,,,,,,,,,,,0.1
elm_distant_explod3,,explosions/explo_distant03.wav,0.4,0.57,element,0.9,0.9,100000,,auto,streamed,,,,,,,,,,,,0.1
elm_distant_explod4,,explosions/explo_distant04.wav,0.4,0.57,element,0.9,0.9,100000,,auto,streamed,,,,,,,,,,,,0.1
elm_distant_explod5,,explosions/explo_distant05.wav,0.4,0.57,element,0.9,0.9,100000,,auto,streamed,,,,,,,,,,,,0.1
elm_distant_explod6,,explosions/explo_distant06.wav,0.4,0.57,element,0.9,0.9,100000,,auto,streamed,,,,,,,,,,,,0.1
elm_distant_explod7,,explosions/explo_distant07.wav,0.4,0.57,element,0.9,0.9,100000,,auto,streamed,,,,,,,,,,,,0.1
elm_distant_explod8,,explosions/explo_distant08.wav,0.4,0.57,element,0.9,0.9,100000,,auto,streamed,,,,,,,,,,,,0.1
elm_battle_bren1,,amb_elements/elm_battle_bren1b.wav,0.2,0.37,element,0.9,0.9,100000,,auto,streamed,,,,crossroads newvillers rainvillers rainbocage bergstein duhoc_defend hill400_assault hill400_defend rhine silotown_assault silotown_defense beltot breakout,,,,,,,,
elm_battle_bren2,,amb_elements/elm_battle_bren2b.wav,0.2,0.37,element,0.9,0.9,100000,,auto,streamed,,,,crossroads newvillers rainvillers rainbocage bergstein duhoc_defend hill400_assault hill400_defend rhine silotown_assault silotown_defense beltot breakout,,,,,,,,
elm_battle_bren3,,amb_elements/elm_battle_bren3b.wav,0.2,0.37,element,0.9,0.9,100000,,auto,streamed,,,,crossroads newvillers rainvillers rainbocage bergstein duhoc_defend hill400_assault hill400_defend rhine silotown_assault silotown_defense beltot breakout,,,,,,,,
elm_battle_bren4,,amb_elements/elm_battle_bren4b.wav,0.2,0.37,element,0.9,0.9,100000,,auto,streamed,,,,crossroads newvillers rainvillers rainbocage bergstein duhoc_defend hill400_assault hill400_defend rhine silotown_assault silotown_defense beltot breakout,,,,,,,,
elm_battle_bren5,,amb_elements/elm_battle_bren5.wav,0.2,0.37,element,0.9,0.9,100000,,auto,streamed,,,,crossroads newvillers rainvillers rainbocage bergstein duhoc_defend hill400_assault hill400_defend rhine silotown_assault silotown_defense beltot breakout
elm_battle_mp40_1,,amb_elements/elm_battle_mp40_1.wav,0.33,0.43,element,0.9,0.9,100000,,auto,streamed,,,,crossroads newvillers rainvillers rainbocage bergstein duhoc_defend hill400_assault hill400_defend rhine silotown_assault silotown_defense beltot breakout
elm_battle_mp40_2,,amb_elements/elm_battle_mp40_2.wav,0.33,0.43,element,0.9,0.9,100000,,auto,streamed,,,,crossroads newvillers rainvillers rainbocage bergstein duhoc_defend hill400_assault hill400_defend rhine silotown_assault silotown_defense beltot breakout
elm_battle_mp40_3,,amb_elements/elm_battle_mp40_3.wav,0.33,0.43,element,0.9,0.9,100000,,auto,streamed,,,,crossroads newvillers rainvillers rainbocage bergstein duhoc_defend hill400_assault hill400_defend rhine silotown_assault silotown_defense beltot breakout
elm_battle_rifle1,,amb_elements/elm_battle_rifle1b.wav,0.2,0.37,element,0.9,0.9,100000,,auto,streamed,,,,crossroads newvillers rainvillers rainbocage bergstein duhoc_defend hill400_assault hill400_defend rhine silotown_assault silotown_defense beltot breakout
elm_battle_rifle2,,amb_elements/elm_battle_rifle2b.wav,0.2,0.37,element,0.9,0.9,100000,,auto,streamed,,,,crossroads newvillers rainvillers rainbocage bergstein duhoc_defend hill400_assault hill400_defend rhine silotown_assault silotown_defense beltot breakout
elm_battle_rifle3,,amb_elements/elm_battle_rifle3b.wav,0.2,0.37,element,0.9,0.9,100000,,auto,streamed,,,,crossroads newvillers rainvillers rainbocage bergstein duhoc_defend hill400_assault hill400_defend rhine silotown_assault silotown_defense beltot breakout
elm_battle_rifle4,,amb_elements/elm_battle_rifle4b.wav,0.2,0.37,element,0.9,0.9,100000,,auto,streamed,,,,crossroads newvillers rainvillers rainbocage bergstein duhoc_defend hill400_assault hill400_defend rhine silotown_assault silotown_defense beltot breakout
elm_battle_rifle10,,amb_elements/elm_battle_rifle10.wav,0.4,0.6,element,0.9,0.9,100000,,auto,streamed,,,,toujane toujane_ride matmata libyatown eldaba duhoc_assault duhoc_town
elm_battle_rifle11,,amb_elements/elm_battle_rifle11.wav,0.4,0.6,element,0.9,0.9,100000,,auto,streamed,,,,toujane toujane_ride matmata libyatown eldaba duhoc_assault duhoc_town
elm_battle_sten1,,amb_elements/elm_battle_sten1b.wav,0.2,0.37,element,0.9,0.9,100000,,auto,streamed,,,,crossroads newvillers rainvillers rainbocage bergstein duhoc_defend hill400_assault hill400_defend rhine silotown_assault silotown_defense beltot breakout
elm_battle_sten2,,amb_elements/elm_battle_sten2b.wav,0.2,0.37,element,0.9,0.9,100000,,auto,streamed,,,,crossroads newvillers rainvillers rainbocage bergstein duhoc_defend hill400_assault hill400_defend rhine silotown_assault silotown_defense beltot breakout
elm_battle_smg10,,amb_elements/elm_battle_smg10.wav,0.4,0.6,element,0.9,0.9,100000,,auto,streamed,,,,toujane toujane_ride matmata libyatown eldaba duhoc_assault duhoc_town
elm_battle_smg11,,amb_elements/elm_battle_smg11.wav,0.4,0.6,element,0.9,0.9,100000,,auto,streamed,,,,toujane toujane_ride matmata libyatown eldaba duhoc_assault duhoc_town
elm_battle_smg12,,amb_elements/elm_battle_smg11.wav,0.4,0.6,element,0.9,0.9,100000,,auto,streamed,,,,toujane toujane_ride matmata libyatown eldaba duhoc_assault duhoc_town
elm_battle_incoming10,,amb_elements/elm_battle_incoming10.wav,0.4,0.6,element,0.9,0.9,100000,,auto,streamed,,,,toujane toujane_ride matmata libyatown libya eldaba duhoc_assault duhoc_town decoytrenches decoytown
