commissar2_pain,1,voiceovers/stalingrad/Commissar2_Line_48a.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
commissar2_pain,2,voiceovers/stalingrad/Commissar2_Line_48b.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
commissar2_death,1,voiceovers/stalingrad/Commissar2_Line_48c.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
commissar2_death,2,voiceovers/stalingrad/Commissar2_Line_48d.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
,,,1.14,1.14,,,80,2500,voice,streamed,,,,
#Commissar3,,,1.14,1.14,,,80,2500,voice,streamed,,,,
commissar3_line7,,voiceovers/stalingrad/Commissar3_Line_7.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
commissar3_line10,,voiceovers/stalingrad/Commissar3_Line_10.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
commissar3_line28,,voiceovers/stalingrad/Commissar3_Line_28.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
commissar3_line33,,voiceovers/stalingrad/Commissar3_Line_33.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
commissar3_line49,,voiceovers/stalingrad/Commissar3_Line_49.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
commissar3_charge1,,voiceovers/stalingrad/Commissar3_Line_76.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
commissar3_charge2,,voiceovers/stalingrad/Commissar3_Line_77.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
,,,1.14,1.14,,,80,2500,voice,streamed,,,,
#Commissar4,,,1.14,1.14,,,80,2500,voice,streamed,,,,
commissar4_line6,,voiceovers/stalingrad/Commissar4_Line_6.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
commissar4_line9,,voiceovers/stalingrad/Commissar4_Line_9.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
commissar4_line27,,voiceovers/stalingrad/Commissar4_Line_27.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
commissar4_line32,,voiceovers/stalingrad/Commissar4_Line_32.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
commissar4_line35,,voiceovers/stalingrad/Commissar4_Line_35.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
commissar4_line41,,voiceovers/stalingrad/Commissar4_Line_41.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
commissar4_line45,,voiceovers/stalingrad/Commissar4_Line_45.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
commissar4_line49,,voiceovers/stalingrad/Commissar4_Line_49.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
commissar4_line50,,voiceovers/stalingrad/Commissar4_Line_50.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
commissar4_line51,,voiceovers/stalingrad/Commissar4_Line_51.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
commissar4_line54,,voiceovers/stalingrad/Commissar4_Line_54.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
commissar4_charge1,,voiceovers/stalingrad/Commissar4_Line_73.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
commissar4_charge2,,voiceovers/stalingrad/Commissar4_Line_74.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
,,,1.14,1.14,,,80,2500,voice,,,,,
#Conscript1,,,1.14,1.14,,,80,2500,voice,,,,,
conscript1_line1,,voiceovers/stalingrad/Conscript1_Line_1.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript1_line3,,voiceovers/stalingrad/Conscript1_Line_3.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript1_line11a,,voiceovers/stalingrad/Conscript1_Line_11a.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript1_line11b,,voiceovers/stalingrad/Conscript1_Line_11b.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript1_line11d,,voiceovers/stalingrad/Conscript1_Line_11d.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript1_line11e,,voiceovers/stalingrad/Conscript1_Line_11e.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript1_line11f,,voiceovers/stalingrad/Conscript1_Line_11f.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript1_line20,,voiceovers/stalingrad/Conscript1_Line_20.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript1_pain,1,voiceovers/stalingrad/Conscript1_Line_21a.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript1_pain,2,voiceovers/stalingrad/Conscript1_Line_21b.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript1_death,1,voiceovers/stalingrad/Conscript1_Line_21c.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript1_death,2,voiceovers/stalingrad/Conscript1_Line_21d.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript1_wounded,1,voiceovers/stalingrad/Conscript1_Line_21e.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript1_wounded,2,voiceovers/stalingrad/Conscript1_Line_21f.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript1_wounded,3,voiceovers/stalingrad/Conscript1_Line_21g.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
,,,1.14,1.14,,,80,2500,voice,,,,,
#Conscript2,,,1.14,1.14,,,80,2500,voice,,,,,
conscript2_line2,,voiceovers/stalingrad/Conscript2_Line_2.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript2_line4,,voiceovers/stalingrad/Conscript2_Line_4.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript2_line22,,voiceovers/stalingrad/Conscript2_Line_22.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript2_pain,1,voiceovers/stalingrad/Conscript2_Line_23a.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript2_pain,2,voiceovers/stalingrad/Conscript2_Line_23b.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript2_death,1,voiceovers/stalingrad/Conscript2_Line_23c.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript2_death,2,voiceovers/stalingrad/Conscript2_Line_23d.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript2_wounded,1,voiceovers/stalingrad/Conscript2_Line_23e.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript2_wounded,2,voiceovers/stalingrad/Conscript2_Line_23f.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript2_wounded,3,voiceovers/stalingrad/Conscript2_Line_23g.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
,,,1.14,1.14,,,80,2500,voice,,,,,
#Conscript3,,,1.14,1.14,,,80,2500,voice,,,,,
conscript3_line11L,,voiceovers/stalingrad/Conscript3_Line_11L.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript3_line11M,,voiceovers/stalingrad/Conscript3_Line_11M.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript3_line11N,,voiceovers/stalingrad/Conscript3_Line_11N.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript3_line11O,,voiceovers/stalingrad/Conscript3_Line_11O.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript3_line11P,,voiceovers/stalingrad/Conscript3_Line_11P.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript3_line24,,voiceovers/stalingrad/Conscript3_Line_24.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript3_wounded,1,voiceovers/stalingrad/Conscript3_Line_25a.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript3_wounded,2,voiceovers/stalingrad/Conscript3_Line_25b.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript3_panic,1,voiceovers/stalingrad/Conscript3_Panic01.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
conscript3_panic,2,voiceovers/stalingrad/Conscript3_Panic02.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
,,,1.14,1.14,,,80,2500,voice,,,,,
#Dock Commissar,,,1.14,1.14,,,80,2500,voice,,,,,
dock_commissar_line30,,voiceovers/stalingrad/Dock_Commissar30.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
dock_commissar_line36,,voiceovers/stalingrad/Dock_Commissar36.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
dock_commissar_line38,,voiceovers/stalingrad/Dock_Commissar38.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
dock_commissar_line39,,voiceovers/stalingrad/Dock_Commissar39.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
,,,1.14,1.14,,,80,2500,voice,,,,,
#Lead Conscript,,,1.14,1.14,,,80,2500,voice,,,,,
lead_conscript_line11a,,voiceovers/stalingrad/LeadConscript_Line_11a.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
lead_conscript_line11b,,voiceovers/stalingrad/LeadConscript_Line_11b.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
lead_conscript_line55,,voiceovers/stalingrad/LeadConscript_Line_55.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
lead_conscript_line56,,voiceovers/stalingrad/LeadConscript_Line_56.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
lead_conscript_line72,,voiceovers/stalingrad/LeadConscript_Line_72.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
lead_conscript_wounded,1,voiceovers/stalingrad/LeadConscript_Line_56a.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
lead_conscript_wounded,2,voiceovers/stalingrad/LeadConscript_Line_56b.wav,1.14,1.14,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
,,,1.14,1.14,,,80,2500,voice,,,,,
#Megaphone Commissar,,,1.14,1.14,,,80,2500,voice,,,,,
megaphonecommissar_line42,,voiceovers/stalingrad/MegaphoneCommissar_Line_42.wav,1.14,1.14,,,80,2500,voice,streamed,,,master,stalingrad stalingrad_nolight
megaphonecommissar_line43,,voiceovers/stalingrad/MegaphoneCommissar_Line_43.wav,1.14,1.14,,,80,2500,voice,streamed,,,master,stalingrad stalingrad_nolight
megaphonecommissar_line44,,voiceovers/stalingrad/MegaphoneCommissar_Line_44.wav,1.14,1.14,,,80,2500,voice,streamed,,,master,stalingrad stalingrad_nolight
,,,1.14,1.14,,,80,2500,voice,,,,master,
#Shellshock Commissar,,,1.14,1.14,,,80,2500,voice,,,,,
shellshock_commissar,,voiceovers/stalingrad/Shellshock_Commissar.wav,1.14,1.14,,,80,2500,voice,,,,,stalingrad stalingrad_nolight
,,,1.14,1.14,,,80,2500,voice,,,,,
#Sniper,,,1.14,1.14,,,80,2500,voice,,,,,
sniper_line60,,voiceovers/stalingrad/Sniper_Line_60.wav,1.14,1.14,,,80,2500,voice,streamed,,,master,stalingrad stalingrad_nolight
sniper_line61,,voiceovers/stalingrad/Sniper_Line_61.wav,1.14,1.14,,,80,2500,voice,streamed,,,master,stalingrad stalingrad_nolight
sniper_line62,,voiceovers/stalingrad/Sniper_Line_62.wav,1.14,1.14,,,80,2500,voice,streamed,,,master,stalingrad stalingrad_nolight
sniper_line63,,voiceovers/stalingrad/Sniper_Line_63.wav,1.14,1.14,,,80,2500,voice,streamed,,,master,stalingrad stalingrad_nolight
sniper_line64,,voiceovers/stalingrad/Sniper_Line_64.wav,1.14,1.14,,,80,2500,voice,streamed,,,master,stalingrad stalingrad_nolight
sniper_line67,,voiceovers/stalingrad/Sniper_Line_67.wav,1.14,1.14,,,80,2500,voice,streamed,,,master,stalingrad stalingrad_nolight
,,,,,,,80,2500,voice,,,,,
#German 1 (Stalingrad),,,0.85,0.85,,,80,2500,voice,,,,,
german1_the_enemy,,voiceovers/stalingrad/german1_line_83.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_stop_them,,voiceovers/stalingrad/german1_line_84.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_russians,,voiceovers/stalingrad/german1_line_85.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_communist_swine,,voiceovers/stalingrad/german1_line_86.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_they_here,,voiceovers/stalingrad/german1_line_87.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_fire_in_hole,,voiceovers/stalingrad/german1_line_88.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_grenade,,voiceovers/stalingrad/german1_line_89.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_take_cover,,voiceovers/stalingrad/german1_line_90.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_move_in,,voiceovers/stalingrad/german1_line_91.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_flank_them,,voiceovers/stalingrad/german1_line_92.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_soviets,,voiceovers/stalingrad/german1_line_93.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_die_bastard,,voiceovers/stalingrad/german1_line_94.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_crush_fools,,voiceovers/stalingrad/german1_line_95.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_retreat,,voiceovers/stalingrad/german1_line_96.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_find_cover,,voiceovers/stalingrad/german1_line_97.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_cover_me,,voiceovers/stalingrad/german1_line_98.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_suppress_fire,,voiceovers/stalingrad/german1_line_99.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_pinned_down,,voiceovers/stalingrad/german1_line_100.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_coming_left,,voiceovers/stalingrad/german1_line_101.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_coming_right,,voiceovers/stalingrad/german1_line_102.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_smell_cheese,,voiceovers/stalingrad/german1_line_103.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_slaughter_cattle,,voiceovers/stalingrad/german1_line_104.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_fall_back,,voiceovers/stalingrad/german1_line_105.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_cover_fire,,voiceovers/stalingrad/german1_line_106.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_flank_left,,voiceovers/stalingrad/german1_line_107.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_flank_right,,voiceovers/stalingrad/german1_line_108.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_open_fire,,voiceovers/stalingrad/german1_line_109.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_fire_at_will,,voiceovers/stalingrad/german1_line_110.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_fire_command,,voiceovers/stalingrad/german1_line_111.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_now,,voiceovers/stalingrad/german1_line_112.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_go,,voiceovers/stalingrad/german1_line_113.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_move,,voiceovers/stalingrad/german1_line_114.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_fire,,voiceovers/stalingrad/german1_line_115.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_granate,,voiceovers/stalingrad/german1_line_116.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_pain,1,voiceovers/stalingrad/german1_line_117.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_pain,2,voiceovers/stalingrad/german1_line_118.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_die,1,voiceovers/stalingrad/german1_line_119.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german1_die,2,voiceovers/stalingrad/german1_line_120.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
,,,0.85,0.85,,,80,2500,voice,streamed,,,,
#German 2 (Stalingrad),,,0.85,0.85,,,80,2500,voice,streamed,,,,
german2_the_enemy,,voiceovers/stalingrad/german2_line_83.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german2_stop_them,,voiceovers/stalingrad/german2_line_84.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german2_russians,,voiceovers/stalingrad/german2_line_85.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german2_communist_swine,,voiceovers/stalingrad/german2_line_86.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german2_they_here,,voiceovers/stalingrad/german2_line_87.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german2_fire_in_hole,,voiceovers/stalingrad/german2_line_88.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german2_grenade,,voiceovers/stalingrad/german2_line_89.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german2_take_cover,,voiceovers/stalingrad/german2_line_90.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german2_move_in,,voiceovers/stalingrad/german2_line_91.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german2_flank_them,,voiceovers/stalingrad/german2_line_92.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
german2_soviets,,voiceovers/stalingrad/german2_line_93.wav,0.85,0.85,,,80,2500,voice,streamed,,,,stalingrad stalingrad_nolight
