generic_meleeattack_german_1,5,,voiceovers/generic/axis/a/MeleeAttack_G_006.wav,0.85,1.14,,,100,2500,voice,streamed
generic_meleeattack_german_1,6,,voiceovers/generic/axis/a/MeleeAttack_Ger_E_001.wav,0.85,1.14,,,100,2500,voice,streamed
generic_meleeattack_german_1,7,,voiceovers/generic/axis/a/MeleeAttack_Ger_E_002.wav,0.85,1.14,,,100,2500,voice,streamed
generic_meleeattack_german_1,8,,voiceovers/generic/axis/a/MeleeAttack_Ger_E_003.wav,0.85,1.14,,,100,2500,voice,streamed
generic_meleeattack_german_1,9,,voiceovers/generic/axis/a/MeleeAttack_Ger_E_009.wav,0.85,1.14,,,100,2500,voice,streamed
#Pain,,,,0.85,1.14,,,100,2500,,streamed
generic_pain_german_1,1,,voiceovers/generic/axis/a/Pain_German_E_006.wav,0.85,1.14,,,100,2500,voice,streamed
generic_pain_german_1,2,,voiceovers/generic/axis/a/Pain_German_E_007.wav,0.85,1.14,,,100,2500,voice,streamed
generic_pain_german_1,3,,voiceovers/generic/axis/a/Pain_German_E_008.wav,0.85,1.14,,,100,2500,voice,streamed
#Death,,,,0.85,1.14,,,100,2500,,streamed
generic_death_german_1,1,,voiceovers/generic/axis/a/Death_Aargh_G_001.wav,0.85,1.14,,,100,2500,voice,streamed
generic_death_german_1,2,,voiceovers/generic/axis/a/Death_Aargh_G_003.wav,0.85,1.14,,,100,2500,voice,streamed
generic_death_german_1,3,,voiceovers/generic/axis/c/german2_line_119.wav,0.85,1.14,,,100,2500,voice,streamed
generic_death_german_1,4,,voiceovers/generic/axis/c/german2_line_120.wav,0.85,1.14,,,100,2500,voice,streamed
generic_death_german_1,5,,voiceovers/generic/axis/c/die01.wav,0.85,1.14,,,100,2500,voice,streamed
generic_death_german_1,6,,voiceovers/generic/axis/c/die02.wav,0.85,1.14,,,100,2500,voice,streamed
,,,,0.85,1.14,,,100,2500,,
#German B,,,,0.85,1.14,,,100,2500,,
,,,,0.85,1.14,,,100,2500,,
#Enemy sighted (versus American),,,,0.85,1.14,,,100,2500,,
generic_enemysighted_german_2vamerican,1,,voiceovers/generic/axis/b/ES_Ger_B_002 alt_Amerikaner.wav,0.85,1.14,,,100,2500,voice,streamed
generic_enemysighted_german_2vamerican,2,,voiceovers/generic/axis/b/ES_Ger_B_002_Amerikaner.wav,0.85,1.14,,,100,2500,voice,streamed
generic_enemysighted_german_2vamerican,3,,voiceovers/generic/axis/b/ES_Ger_B_008 alt2_EnemySighted.wav,0.85,1.14,,,100,2500,voice,streamed
generic_enemysighted_german_2vamerican,4,,voiceovers/generic/axis/b/ES_Ger_B_006_alt_ItsThem.wav,0.85,1.14,,,100,2500,voice,streamed
generic_enemysighted_german_2vamerican,5,,voiceovers/generic/axis/b/ES_Ger_B_005_ItsThem.wav,0.85,1.14,,,100,2500,voice,streamed
generic_enemysighted_german_2vamerican,6,,voiceovers/generic/axis/b/ES_Ger_B_006_TheEnemy.wav,0.85,1.14,,,100,2500,voice,streamed
generic_enemysighted_german_2vamerican,7,,voiceovers/generic/axis/b/ES_Ger_B_001 alt_TheresTheEnemy.wav,0.85,1.14,,,100,2500,voice,streamed
generic_enemysighted_german_2vamerican,8,,voiceovers/generic/axis/b/ES_Ger_B_008_HeadsUp.wav,0.85,1.14,,,100,2500,voice,streamed
generic_enemysighted_german_2vamerican,9,,voiceovers/generic/axis/b/ES_Ger_B_007 alt_Attack.wav,0.85,1.14,,,100,2500,voice,streamed
generic_enemysighted_german_2vamerican,10,,voiceovers/generic/axis/b/BA_Ger_B_002alt_DieAmi.wav,0.85,1.14,,,100,2500,voice,streamed
generic_enemysighted_german_2vamerican,11,,voiceovers/generic/axis/b/BA_Ger_B_002_DieAmerikaner.wav,0.85,1.14,,,100,2500,voice,streamed
#Grenade danger,,,,0.85,1.14,,,100,2500,,
generic_grenadedanger_german_2,1,,voiceovers/generic/axis/b/GD_Ger_B_001 alt_GrenadeRun.wav,0.85,1.14,,,100,2500,voice,streamed
generic_grenadedanger_german_2,2,,voiceovers/generic/axis/b/GD_Ger_B_002 alt_LookGrenade.wav,0.85,1.14,,,100,2500,voice,streamed
generic_grenadedanger_german_2,3,,voiceovers/generic/axis/b/GD_Ger_B_003 alt_GetDownGrenade.wav,0.85,1.14,,,100,2500,voice,streamed
generic_grenadedanger_german_2,4,,voiceovers/generic/axis/b/GD_Ger_B_004 alt_EnemyGrenade.wav,0.85,1.14,,,100,2500,voice,streamed
generic_grenadedanger_german_2,5,,voiceovers/generic/axis/b/GD_Ger_B_001_GrenadeRun.wav,0.85,1.14,,,100,2500,voice,streamed
generic_grenadedanger_german_2,6,,voiceovers/generic/axis/b/GD_Ger_B_002_LookGrenade.wav,0.85,1.14,,,100,2500,voice,streamed
generic_grenadedanger_german_2,7,,voiceovers/generic/axis/b/GD_Ger_B_004_EnemyGrenade.wav,0.85,1.14,,,100,2500,voice,streamed
#Grenade attack,,,,0.85,1.14,,,100,2500,,
generic_grenadeattack_german_2,1,,voiceovers/generic/axis/b/GA_Ger_B_001 alt_FireInTheHole.wav,0.85,1.14,,,100,2500,voice,streamed
generic_grenadeattack_german_2,2,,voiceovers/generic/axis/b/GA_Ger_B_002 alt_ThrowingGrenade.wav,0.85,1.14,,,100,2500,voice,streamed
generic_grenadeattack_german_2,3,,voiceovers/generic/axis/b/GA_Ger_B_001_FireInTheHole.wav,0.85,1.14,,,100,2500,voice,streamed
generic_grenadeattack_german_2,4,,voiceovers/generic/axis/b/GA_Ger_B_002_ThrowingGrenade.wav,0.85,1.14,,,100,2500,voice,streamed
#Cover me,,,,0.85,1.14,,,100,2500,,
generic_coverme_german_2,1,,voiceovers/generic/axis/b/BA_Ger_B_004alt2_CoverMe.wav,0.85,1.14,,,100,2500,voice,streamed
generic_coverme_german_2,2,,voiceovers/generic/axis/b/BA_Ger_B_011alt3_GoGoGo.wav,0.85,1.14,,,100,2500,voice,streamed
generic_coverme_german_2,3,,voiceovers/generic/axis/b/BA_Ger_B_012alt_Move.wav,0.85,1.14,,,100,2500,voice,streamed
generic_coverme_german_2,4,,voiceovers/generic/axis/b/BA_Ger_B_004alt_CoverMe.wav,0.85,1.14,,,100,2500,voice,streamed
#Flank left,,,,0.85,1.14,,,100,2500,,
generic_flankleft_german_2,1,,voiceovers/generic/axis/b/BA_Ger_B_006alt2_FlankLeft.wav,0.85,1.14,,,100,2500,voice,streamed
generic_flankleft_german_2,2,,voiceovers/generic/axis/b/BA_Ger_B_013alts_LeftFlank.wav,0.85,1.14,,,100,2500,voice,streamed
generic_flankleft_german_2,3,,voiceovers/generic/axis/b/BA_Ger_B_006_FlankLeft.wav,0.85,1.14,,,100,2500,voice,streamed
generic_flankleft_german_2,4,,voiceovers/generic/axis/b/BA_Ger_B_013_LeftFlank.wav,0.85,1.14,,,100,2500,voice,streamed
generic_flankleft_german_2,5,,voiceovers/generic/axis/b/BA_Ger_B_013alt_LeftFlank.wav,0.85,1.14,,,100,2500,voice,streamed
generic_flankleft_german_2,6,,voiceovers/generic/axis/b/BA_Ger_B_003alt_FlankThem.wav,0.85,1.14,,,100,2500,voice,streamed
generic_flankleft_german_2,7,,voiceovers/generic/axis/b/BA_Ger_B_003_FlankThem.wav,0.85,1.14,,,100,2500,voice,streamed
#Flank right,,,,0.85,1.14,,,100,2500,,
generic_flankright_german_2,1,,voiceovers/generic/axis/b/BA_Ger_B_007alt2_FlankRight.wav,0.85,1.14,,,100,2500,voice,streamed
generic_flankright_german_2,2,,voiceovers/generic/axis/b/BA_Ger_B_007_FlankRight.wav,0.85,1.14,,,100,2500,voice,streamed
generic_flankright_german_2,3,,voiceovers/generic/axis/b/BA_Ger_B_007alt_FlankRight.wav,0.85,1.14,,,100,2500,voice,streamed
generic_flankright_german_2,4,,voiceovers/generic/axis/b/BA_Ger_B_014_RightFlank.wav,0.85,1.14,,,100,2500,voice,streamed
generic_flankright_german_2,5,,voiceovers/generic/axis/b/BA_Ger_B_014alt_RightFlank.wav,0.85,1.14,,,100,2500,voice,streamed
generic_flankright_german_2,6,,voiceovers/generic/axis/b/BA_Ger_B_003alt_FlankThem.wav,0.85,1.14,,,100,2500,voice,streamed
generic_flankright_german_2,7,,voiceovers/generic/axis/b/BA_Ger_B_003_FlankThem.wav,0.85,1.14,,,100,2500,voice,streamed
#Misc combat,,,,0.85,1.14,,,100,2500,,
generic_misccombat_german_2,1,,voiceovers/generic/axis/b/BA_Ger_B_004alt2_CoverMe.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_2,2,,voiceovers/generic/axis/b/BA_Ger_B_009alt2_FireOnCommand.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_2,3,,voiceovers/generic/axis/b/BA_Ger_B_011alt2_GoGoGo.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_2,4,,voiceovers/generic/axis/b/BA_Ger_B_011alt3_GoGoGo.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_2,5,,voiceovers/generic/axis/b/BA_Ger_B_012alt2_Move.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_2,6,,voiceovers/generic/axis/b/BA_Ger_B_001alt_TakeCover.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_2,7,,voiceovers/generic/axis/b/BA_Ger_B_002alt_MoveIn.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_2,8,,voiceovers/generic/axis/b/BA_Ger_B_004alt_CoverMe.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_2,9,,voiceovers/generic/axis/b/BA_Ger_B_005_FallBack.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_2,10,,voiceovers/generic/axis/b/BA_Ger_B_005alt_FallBack.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_2,11,,voiceovers/generic/axis/b/BA_Ger_B_008_FireAtWill.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_2,12,,voiceovers/generic/axis/b/BA_Ger_B_008alt_FireAtWill.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_2,13,,voiceovers/generic/axis/b/BA_Ger_B_009_FireOnCommand.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_2,14,,voiceovers/generic/axis/b/BA_Ger_B_009alt_FireOnCommand.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_2,15,,voiceovers/generic/axis/b/BA_Ger_B_012alt_Move.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_2,16,,voiceovers/generic/axis/b/BA_Ger_B_010alt_Now.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_2,17,,voiceovers/generic/axis/b/BA_Ger_B_011_GoGoGo.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_2,18,,voiceovers/generic/axis/b/BA_Ger_B_011alt_GoGoGo.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_2,19,,voiceovers/generic/axis/b/BA_Ger_B_012_Move.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_2,20,,voiceovers/generic/axis/b/BA_Ger_B_001_TakeCover.wav,0.85,1.14,,,100,2500,voice,streamed
